               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 136,            0.039417,            0.024503,           0.0097013,             0.48582,             0.59223,             0.53735,             0.31468,            0.034588,            0.014832,           0.0076947,           0.0054987,           0.0054987,           0.0054987
                 137,            0.039585,            0.024577,           0.0095944,              0.4906,              0.5876,             0.53763,             0.31464,            0.034582,            0.014829,           0.0076816,           0.0054488,           0.0054488,           0.0054488
                 138,            0.039443,            0.024345,           0.0097684,             0.48703,             0.59194,             0.53791,             0.31487,            0.034574,            0.014823,           0.0076754,           0.0053991,           0.0053991,           0.0053991
                 139,            0.039402,             0.02431,           0.0097495,              0.5018,             0.57749,             0.53798,               0.315,            0.034577,            0.014826,           0.0076655,           0.0053495,           0.0053495,           0.0053495
                 140,            0.039364,              0.0245,            0.009633,             0.49936,             0.57875,             0.53795,             0.31527,            0.034574,            0.014826,           0.0076565,           0.0052999,           0.0052999,           0.0052999
                 141,            0.039239,            0.024455,           0.0096529,             0.47873,             0.59856,             0.53818,             0.31527,            0.034572,            0.014829,           0.0076517,           0.0052505,           0.0052505,           0.0052505
                 142,            0.039401,            0.024643,           0.0094936,             0.49554,             0.58166,             0.53842,             0.31534,            0.034566,            0.014827,           0.0076511,           0.0052012,           0.0052012,           0.0052012
                 143,            0.039603,              0.0246,           0.0096188,              0.4905,             0.58619,             0.53853,             0.31566,            0.034554,            0.014822,           0.0076444,            0.005152,            0.005152,            0.005152
                 144,             0.03921,            0.024331,           0.0096158,             0.49169,             0.58546,             0.53866,             0.31597,            0.034548,            0.014819,           0.0076449,           0.0051029,           0.0051029,           0.0051029
                 145,            0.039239,            0.024386,           0.0096318,             0.48377,             0.59442,              0.5387,             0.31604,            0.034541,            0.014819,           0.0076467,            0.005054,            0.005054,            0.005054
                 146,             0.03935,            0.024431,            0.009568,             0.47719,              0.6014,             0.53859,             0.31609,            0.034531,            0.014823,           0.0076457,           0.0050052,           0.0050052,           0.0050052
                 147,            0.039321,            0.024659,           0.0095236,             0.48114,             0.59688,             0.53867,             0.31608,            0.034526,            0.014819,           0.0076424,           0.0049566,           0.0049566,           0.0049566
                 148,            0.039225,            0.024319,           0.0095232,             0.49768,             0.58023,             0.53856,               0.316,             0.03452,            0.014826,           0.0076428,           0.0049082,           0.0049082,           0.0049082
                 149,            0.039268,            0.024379,           0.0094953,             0.49277,             0.58511,             0.53884,             0.31624,            0.034511,            0.014825,           0.0076376,           0.0048599,           0.0048599,           0.0048599
                 150,            0.039114,             0.02436,           0.0095241,             0.48557,             0.59304,             0.53889,             0.31643,              0.0345,            0.014819,           0.0076323,           0.0048118,           0.0048118,           0.0048118
                 151,            0.039092,            0.024416,            0.009428,             0.47833,             0.60122,             0.53923,             0.31658,            0.034488,            0.014814,           0.0076228,           0.0047639,           0.0047639,           0.0047639
                 152,            0.039112,            0.024439,           0.0093958,             0.47737,             0.60289,             0.53967,              0.3167,            0.034485,            0.014815,           0.0076203,           0.0047162,           0.0047162,           0.0047162
